NAME(Used only as reminder for value);VALUE;LABEL
OdBm::BuiltInCategory::OST_DSR_DimStyleHeavyEndCategoryId;-2000964;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_DSR_CenterlinePatternCatId;-2000965;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_DSR_CenterlineTickMarkStyleId;-2000966;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_DSR_ArrowHeadStyleId;-2000967;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_DSR_InteriorTickMarkStyleId;-2000968;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_DSR_LeaderTickMarkStyleId;-2000969;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_MultiReferenceAnnotations;-2000970;Multi-Rebar Annotations
OdBm::BuiltInCategory::OST_BeamLocalCoordSys;-2000971;Local Coordinate System
OdBm::BuiltInCategory::OST_ColumnLocalCoordSys;-2000972;Local Coordinate System
OdBm::BuiltInCategory::OST_BraceLocalCoordSys;-2000973;Local Coordinate System
OdBm::BuiltInCategory::OST_WallLocalCoordSys;-2000974;Local Coordinate System
OdBm::BuiltInCategory::OST_FloorLocalCoordSys;-2000975;Local Coordinate System
OdBm::BuiltInCategory::OST_FndSlabLocalCoordSys;-2000976;Local Coordinate System
OdBm::BuiltInCategory::OST_CoordinateSystem;-2000977;Internal Origin
OdBm::BuiltInCategory::OST_MultistoryStairs;-2000980;Multistory Stairs
OdBm::BuiltInCategory::OST_Coordination_Model;-2000982;Coordination Model
OdBm::BuiltInCategory::OST_AnalyticalPipeConnections;-2000983;Analytical Pipe Connections
OdBm::BuiltInCategory::OST_AnalyticalPipeConnectionLineSymbol;-2000984;Connection Line Symbol
OdBm::BuiltInCategory::OST_MechanicalEquipmentSet;-2000985;Mechanical Equipment Sets
OdBm::BuiltInCategory::OST_MechanicalEquipmentSetTags;-2000986;Mechanical Equipment Set Tags
OdBm::BuiltInCategory::OST_MechanicalEquipmentSetBoundaryLines;-2000987;Mechanical Equipment Set Boundary Lines
OdBm::BuiltInCategory::OST_PipeHydronicSeparationSymbols;-2000988;Hydraulic Separation Symbols
OdBm::BuiltInCategory::OST_RiseDropSymbols;-2000989;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_ColumnOpening;-2000994;Structural opening cut
OdBm::BuiltInCategory::OST_StructuralFramingOpening;-2000995;Structural opening cut
OdBm::BuiltInCategory::OST_ShaftOpening;-2000996;Shaft Openings
OdBm::BuiltInCategory::OST_SWallRectOpening;-2000997;Rectangular Straight Wall Opening
OdBm::BuiltInCategory::OST_DormerOpeningIncomplete;-2000998;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_ArcWallRectOpening;-2000999;Rectangular Arc Wall Opening
OdBm::BuiltInCategory::OST_Casework;-2001000;Casework
OdBm::BuiltInCategory::OST_MEPSystemZone;-2001001;System-Zones
OdBm::BuiltInCategory::OST_MEPSystemZoneBoundary;-2001002;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_MEPSystemZoneInteriorFill;-2001003;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_MEPSystemZoneReferenceLines;-2001004;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_MEPSystemZoneInteriorFillVisibility;-2001005;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_MEPSystemZoneReferenceLinesVisibility;-2001006;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_MEPSystemZoneTags;-2001007;System-Zone Tags
OdBm::BuiltInCategory::OST_MEPAnalyticalAirLoop;-2001008;Air Systems
OdBm::BuiltInCategory::OST_MEPAnalyticalWaterLoop;-2001009;Water Loops
OdBm::BuiltInCategory::OST_ZoneEquipment;-2001010;Zone Equipment
OdBm::BuiltInCategory::OST_ElectricalCircuitNaming;-2001011;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_Alignments;-2001012;Alignments
OdBm::BuiltInCategory::OST_AlignmentsTags;-2001015;Alignment Tags
OdBm::BuiltInCategory::OST_AlignmentStationLabelSets;-2001016;Alignment Station Label Sets
OdBm::BuiltInCategory::OST_AlignmentStationLabels;-2001017;Alignment Station Labels
OdBm::BuiltInCategory::OST_ElectricalZoneEquipment;-2001018;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_ElectricalLoadZoneType;-2001019;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_ElectricalLoadZoneInstance;-2001020;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_MEPAnalyticalBus;-2001021;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_OBSOLETE_MEPAnalyticalElectricalBranch;-2001022;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_MEPAnalyticalTransferSwitch;-2001023;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_MEPLoadAreas;-2001024;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_MEPLoadAreaTags;-2001025;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_ElectricalPowerSource;-2001026;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_MEPLoadAreaColorFill;-2001027;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_MEPLoadAreaInteriorFill;-2001028;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_MEPLoadAreaReference;-2001029;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_MEPLoadAreaInteriorFillVisibility;-2001030;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_MEPLoadAreaReferenceVisibility;-2001031;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_MEPLoadAreaSeparationLines;-2001033;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_WallNonCoreLayer;-2001034;Non-Core Layers
OdBm::BuiltInCategory::OST_WallCoreLayer;-2001035;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_Hardscape;-2001036;Hardscape
OdBm::BuiltInCategory::OST_HardscapeHiddenLines;-2001037;<Hidden Lines>
OdBm::BuiltInCategory::OST_HardscapeTags;-2001038;Hardscape Tags
OdBm::BuiltInCategory::OST_TemporaryStructure;-2001039;Temporary Structures
OdBm::BuiltInCategory::OST_ElectricalEquipment;-2001040;Electrical Equipment
OdBm::BuiltInCategory::OST_TemporaryStructureHiddenLines;-2001041;<Hidden Lines>
OdBm::BuiltInCategory::OST_TemporaryStructureTags;-2001042;Temporary Structure Tags
OdBm::BuiltInCategory::OST_FoodServiceEquipment;-2001043;Food Service Equipment
OdBm::BuiltInCategory::OST_FoodServiceEquipmentHiddenLines;-2001044;<Hidden Lines>
OdBm::BuiltInCategory::OST_FoodServiceEquipmentTags;-2001045;Food Service Equipment Tags
OdBm::BuiltInCategory::OST_MedicalEquipment;-2001046;Medical Equipment
OdBm::BuiltInCategory::OST_MedicalEquipmentHiddenLines;-2001047;<Hidden Lines>
OdBm::BuiltInCategory::OST_MedicalEquipmentTags;-2001048;Medical Equipment Tags
OdBm::BuiltInCategory::OST_FireProtection;-2001049;Fire Protection
OdBm::BuiltInCategory::OST_FireProtectionHiddenLines;-2001050;<Hidden Lines>
OdBm::BuiltInCategory::OST_FireProtectionTags;-2001051;Fire Protection Tags
OdBm::BuiltInCategory::OST_VerticalCirculation;-2001052;Vertical Circulation
OdBm::BuiltInCategory::OST_VerticalCirculationHiddenLines;-2001053;<Hidden Lines>
OdBm::BuiltInCategory::OST_VerticalCirculationTags;-2001054;Vertical Circulation Tags
OdBm::BuiltInCategory::OST_AudioVisualDevices;-2001055;Audio Visual Devices
OdBm::BuiltInCategory::OST_AudioVisualDevicesHiddenLines;-2001056;<Hidden Lines>
OdBm::BuiltInCategory::OST_AudioVisualDeviceTags;-2001057;Audio Visual Device Tags
OdBm::BuiltInCategory::OST_Signage;-2001058;Signage
OdBm::BuiltInCategory::OST_SignageHiddenLines;-2001059;<Hidden Lines>
OdBm::BuiltInCategory::OST_ElectricalFixtures;-2001060;Electrical Fixtures
OdBm::BuiltInCategory::OST_SignageTags;-2001061;Signage Tags
OdBm::BuiltInCategory::OST_FurnitureSystems;-2001100;Furniture Systems
OdBm::BuiltInCategory::OST_LightingFixtures;-2001120;Lighting Fixtures
OdBm::BuiltInCategory::OST_LightingFixtureSource;-2001121;Light Source
OdBm::BuiltInCategory::OST_MechanicalEquipment;-2001140;Mechanical Equipment
OdBm::BuiltInCategory::OST_PlumbingFixtures;-2001160;Plumbing Fixtures
OdBm::BuiltInCategory::OST_Parking;-2001180;Parking
OdBm::BuiltInCategory::OST_Property;-2001200;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_Roads;-2001220;Roads
OdBm::BuiltInCategory::OST_RoadTags;-2001221;Road Tags
OdBm::BuiltInCategory::OST_Sewer;-2001240;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_Site;-2001260;Site
OdBm::BuiltInCategory::OST_SiteSurface;-2001261;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_SitePoint;-2001262;Interior Point
OdBm::BuiltInCategory::OST_BuildingPad;-2001263;Pads
OdBm::BuiltInCategory::OST_SiteProperty;-2001265;Property Lines
OdBm::BuiltInCategory::OST_SitePointBoundary;-2001266;Boundary Point
OdBm::BuiltInCategory::OST_SitePropertyTags;-2001267;Property Tags
OdBm::BuiltInCategory::OST_SitePropertyLineSegment;-2001268;Property Line Segments
OdBm::BuiltInCategory::OST_SitePropertyLineSegmentTags;-2001269;Property Line Segment Tags
OdBm::BuiltInCategory::OST_SiteRegion;-2001270;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_ProjectBasePoint;-2001271;Project Base Point
OdBm::BuiltInCategory::OST_SharedBasePoint;-2001272;Survey Point
OdBm::BuiltInCategory::OST_BasePointAxisX;-2001273;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_BasePointAxisY;-2001274;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_BasePointAxisZ;-2001275;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_LinkBasePoint;-2001276;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_StructuralFoundation;-2001300;Structural Foundations
OdBm::BuiltInCategory::OST_HiddenStructuralFoundationLines;-2001302;<Hidden Lines>
OdBm::BuiltInCategory::OST_StructuralFraming;-2001320;Structural Framing
OdBm::BuiltInCategory::OST_StructuralFramingOther;-2001321;Other
OdBm::BuiltInCategory::OST_Girder;-2001322;Primary
OdBm::BuiltInCategory::OST_Joist;-2001323;Secondary
OdBm::BuiltInCategory::OST_Purlin;-2001324;Tertiary
OdBm::BuiltInCategory::OST_HorizontalBracing;-2001325;Plan Bracing
OdBm::BuiltInCategory::OST_VerticalBracing;-2001326;Vertical Bracing
OdBm::BuiltInCategory::OST_StructuralFramingSystem;-2001327;Structural Beam Systems
OdBm::BuiltInCategory::OST_KickerBracing;-2001328;Kicker Bracing
OdBm::BuiltInCategory::OST_HiddenStructuralFramingLines;-2001329;<Hidden Lines>
OdBm::BuiltInCategory::OST_StructuralColumns;-2001330;Structural Columns
OdBm::BuiltInCategory::OST_FramingAnalyticalGeometry;-2001331;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_ColumnAnalyticalGeometry;-2001332;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_AnalyticalRigidLinks;-2001333;Rigid Links
OdBm::BuiltInCategory::OST_HiddenStructuralColumnLines;-2001334;<Hidden Lines>
OdBm::BuiltInCategory::OST_StructuralColumnStickSymbols;-2001335;Stick Symbols
OdBm::BuiltInCategory::OST_StructuralTruss;-2001336;Structural Trusses
OdBm::BuiltInCategory::OST_TopographyLink;-2001339;Topography Links
OdBm::BuiltInCategory::OST_Topography;-2001340;Topography
OdBm::BuiltInCategory::OST_TopographySurface;-2001341;Triangulation Edges
OdBm::BuiltInCategory::OST_TopographyContours;-2001342;Primary Contours
OdBm::BuiltInCategory::OST_SecondaryTopographyContours;-2001343;Secondary Contours
OdBm::BuiltInCategory::OST_ColumnAnalyticalRigidLinks;-2001344;Rigid Links
OdBm::BuiltInCategory::OST_SpecialityEquipment;-2001350;Specialty Equipment
OdBm::BuiltInCategory::OST_Automatic;-2001351;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_RvtLinks;-2001352;RVT Links
OdBm::BuiltInCategory::OST_FootingAnalyticalGeometry;-2001353;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_StructuralStiffener;-2001354;Structural Stiffeners
OdBm::BuiltInCategory::OST_StructuralStiffenerTags;-2001355;Structural Stiffener Tags
OdBm::BuiltInCategory::OST_StructuralFramingLocationLine;-2001356;Location Lines
OdBm::BuiltInCategory::OST_StructuralColumnLocationLine;-2001357;Location Lines
OdBm::BuiltInCategory::OST_StructuralStiffenerHiddenLines;-2001358;<Hidden Lines>
OdBm::BuiltInCategory::OST_Blocks;-2001359;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_Planting;-2001360;Planting
OdBm::BuiltInCategory::OST_Entourage;-2001370;Entourage
OdBm::BuiltInCategory::OST_Fascia;-2001390;Fascias
OdBm::BuiltInCategory::OST_Gutter;-2001391;Gutters
OdBm::BuiltInCategory::OST_EdgeSlab;-2001392;Slab Edges
OdBm::BuiltInCategory::OST_RoofSoffit;-2001393;Roof Soffits
OdBm::BuiltInCategory::OST_DetailComponents;-2002000;Detail Items
OdBm::BuiltInCategory::OST_ProfileFamilies;-2003000;Profiles
OdBm::BuiltInCategory::OST_Sheets;-2003100;Sheets
OdBm::BuiltInCategory::OST_ProjectInformation;-2003101;Project Information
OdBm::BuiltInCategory::OST_Areas;-2003200;Areas
OdBm::BuiltInCategory::OST_AreaSchemes;-2003201;Area Schemes
OdBm::BuiltInCategory::OST_ZoneSchemes;-2003225;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_TrussDummy;-2003300;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_RampsIncomplete;-2003301;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_RampsAboveCut;-2003302;Ramps Beyond Cut Line
OdBm::BuiltInCategory::OST_RampsStringer;-2003303;Stringers
OdBm::BuiltInCategory::OST_RampsStringerAboveCut;-2003304;Stringers Beyond Cut Line
OdBm::BuiltInCategory::OST_RampsUpText;-2003305;UP text
OdBm::BuiltInCategory::OST_RampsDownText;-2003306;DOWN text
OdBm::BuiltInCategory::OST_RampsUpArrow;-2003307;Up Arrow
OdBm::BuiltInCategory::OST_RampsDownArrow;-2003308;Down Arrow
OdBm::BuiltInCategory::OST_RepeatingDetailLines;-2003321;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_DividedSurface;-2003323;Divided Surface
OdBm::BuiltInCategory::OST_DividedSurface_Nodes;-2003324;Nodes
OdBm::BuiltInCategory::OST_DividedSurface_Gridlines;-2003325;Gridlines
OdBm::BuiltInCategory::OST_DividedSurface_PatternLines;-2003326;Pattern Lines
OdBm::BuiltInCategory::OST_DividedSurface_PatternFill;-2003327;Pattern Fill
OdBm::BuiltInCategory::OST_DividedSurface_PreDividedSurface;-2003328;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_DividedSurface_TransparentFace;-2003329;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_AlwaysExcludedInAllViews;-2003330;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_TilePatterns;-2003331;Pattern
OdBm::BuiltInCategory::OST_DividedSurfaceBelt;-2003332;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_DividedSurface_DiscardedDivisionLines;-2003333;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_Mass;-2003400;Mass
OdBm::BuiltInCategory::OST_MassFloor;-2003403;Mass Floor
OdBm::BuiltInCategory::OST_MassForm;-2003404;Form
OdBm::BuiltInCategory::OST_MassTags;-2003405;Mass Tags
OdBm::BuiltInCategory::OST_ZoningEnvelope;-2003406;Default Zoning Envelope
OdBm::BuiltInCategory::OST_MassCutter;-2003407;Default Mass Cutter
OdBm::BuiltInCategory::OST_MassFaceSplitter;-2003408;Default Face Splitter
OdBm::BuiltInCategory::OST_HostTemplate;-2003409;Default Host Template
OdBm::BuiltInCategory::OST_MassAreaFaceTags;-2003410;Mass Floor Tags
OdBm::BuiltInCategory::OST_MassZone;-2003411;Mass Zone
OdBm::BuiltInCategory::OST_MassInteriorWall;-2003412;Mass Interior Wall
OdBm::BuiltInCategory::OST_MassExteriorWall;-2003413;Mass Exterior Wall
OdBm::BuiltInCategory::OST_MassRoof;-2003414;Mass Roof
OdBm::BuiltInCategory::OST_MassGlazing;-2003415;Mass Glazing
OdBm::BuiltInCategory::OST_MassSkylights;-2003416;Mass Skylight
OdBm::BuiltInCategory::OST_MassOpening;-2003417;Mass Opening
OdBm::BuiltInCategory::OST_MassShade;-2003418;Mass Shade
OdBm::BuiltInCategory::OST_MassSlab;-2003419;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_MassExteriorWallUnderground;-2003420;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_MassWallsAll;-2003421;Mass Walls
OdBm::BuiltInCategory::OST_MassFloorsAll;-2003422;Mass Floors
OdBm::BuiltInCategory::OST_MassGlazingAll;-2003423;Mass Windows and Skylights
OdBm::BuiltInCategory::OST_StackedWalls;-2003500;Stacked Walls
OdBm::BuiltInCategory::OST_MEPSpaces;-2003600;Spaces
OdBm::BuiltInCategory::OST_MEPSpaceInteriorFillVisibility;-2003601;Interior
OdBm::BuiltInCategory::OST_MEPSpaceReferenceVisibility;-2003602;Reference
OdBm::BuiltInCategory::OST_MEPSpaceInteriorFill;-2003603;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_MEPSpaceReference;-2003604;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_MEPSpaceColorFill;-2003605;Color Fill
OdBm::BuiltInCategory::OST_Tags;-2005000;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_CaseworkTags;-2005001;Casework Tags
OdBm::BuiltInCategory::OST_CeilingTags;-2005002;Ceiling Tags
OdBm::BuiltInCategory::OST_ElectricalEquipmentTags;-2005003;Electrical Equipment Tags
OdBm::BuiltInCategory::OST_ElectricalFixtureTags;-2005004;Electrical Fixture Tags
OdBm::BuiltInCategory::OST_FurnitureTags;-2005006;Furniture Tags
OdBm::BuiltInCategory::OST_FurnitureSystemTags;-2005007;Furniture System Tags
OdBm::BuiltInCategory::OST_LightingFixtureTags;-2005008;Lighting Fixture Tags
OdBm::BuiltInCategory::OST_MechanicalEquipmentTags;-2005009;Mechanical Equipment Tags
OdBm::BuiltInCategory::OST_PlumbingFixtureTags;-2005010;Plumbing Fixture Tags
OdBm::BuiltInCategory::OST_WallTags;-2005011;Wall Tags
OdBm::BuiltInCategory::OST_CurtainWallPanelTags;-2005012;Curtain Panel Tags
OdBm::BuiltInCategory::OST_GenericModelTags;-2005013;Generic Model Tags
OdBm::BuiltInCategory::OST_SpecialityEquipmentTags;-2005014;Specialty Equipment Tags
OdBm::BuiltInCategory::OST_StructuralFramingTags;-2005015;Structural Framing Tags
OdBm::BuiltInCategory::OST_SiteTags;-2005016;Site Tags
OdBm::BuiltInCategory::OST_ParkingTags;-2005017;Parking Tags
OdBm::BuiltInCategory::OST_StructuralColumnTags;-2005018;Structural Column Tags
OdBm::BuiltInCategory::OST_StructuralFoundationTags;-2005019;Structural Foundation Tags
OdBm::BuiltInCategory::OST_AreaTags;-2005020;Area Tags
OdBm::BuiltInCategory::OST_PlantingTags;-2005021;Planting Tags
OdBm::BuiltInCategory::OST_MultiCategoryTags;-2005022;Multi-Category Tags
OdBm::BuiltInCategory::OST_StairsTags;-2005023;Stair Tags
OdBm::BuiltInCategory::OST_HostFinTags;-2005024;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_CurtaSystemTags;-2005025;Curtain System Tags
OdBm::BuiltInCategory::OST_FloorTags;-2005026;Floor Tags
OdBm::BuiltInCategory::OST_MaterialTags;-2005027;Material Tags
OdBm::BuiltInCategory::OST_DetailComponentTags;-2005028;Detail Item Tags
OdBm::BuiltInCategory::OST_KeynoteTags;-2005029;Keynote Tags
OdBm::BuiltInCategory::OST_TrussTags;-2005030;Structural Truss Tags
OdBm::BuiltInCategory::OST_CurtainWallMullionTags;-2005032;Curtain Wall Mullion Tags
OdBm::BuiltInCategory::OST_MultiLeaderTag;-2005033;Multi Leader Tag
OdBm::BuiltInCategory::OST_SpotElevSymbols;-2005100;Spot Elevation Symbols
OdBm::BuiltInCategory::OST_SpotCoordinateSymbols;-2005101;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_SpotSlopesSymbols;-2005102;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_SpanDirectionSymbol;-2005110;Span Direction Symbol
OdBm::BuiltInCategory::OST_FootingSpanDirectionSymbol;-2005111;Foundation Span Direction Symbol
OdBm::BuiltInCategory::OST_BeamSystemTags;-2005130;Structural Beam System Tags
OdBm::BuiltInCategory::OST_Loads;-2005200;Structural Loads
OdBm::BuiltInCategory::OST_PointLoads;-2005201;Point Loads
OdBm::BuiltInCategory::OST_LineLoads;-2005202;Line Loads
OdBm::BuiltInCategory::OST_AreaLoads;-2005203;Area Loads
OdBm::BuiltInCategory::OST_InternalLoads;-2005204;Structural Internal Loads
OdBm::BuiltInCategory::OST_InternalPointLoads;-2005205;Internal Point Loads
OdBm::BuiltInCategory::OST_InternalLineLoads;-2005206;Internal Line Loads
OdBm::BuiltInCategory::OST_InternalAreaLoads;-2005207;Internal Area Loads
OdBm::BuiltInCategory::OST_LoadCases;-2005210;Structural Load Cases
OdBm::BuiltInCategory::OST_LoadCasesDead;-2005211;Dead Loads
OdBm::BuiltInCategory::OST_LoadCasesLive;-2005212;Live Loads
OdBm::BuiltInCategory::OST_LoadCasesWind;-2005213;Wind Loads
OdBm::BuiltInCategory::OST_LoadCasesSnow;-2005214;Snow Loads
OdBm::BuiltInCategory::OST_LoadCasesRoofLive;-2005215;Roof Live Loads
OdBm::BuiltInCategory::OST_LoadCasesAccidental;-2005216;Accidental Loads
OdBm::BuiltInCategory::OST_LoadCasesTemperature;-2005217;Temperature Loads
OdBm::BuiltInCategory::OST_LoadCasesSeismic;-2005218;Seismic Loads
OdBm::BuiltInCategory::OST_PointLoadTags;-2005250;Point Load Tags
OdBm::BuiltInCategory::OST_LineLoadTags;-2005251;Line Load Tags
OdBm::BuiltInCategory::OST_AreaLoadTags;-2005252;Area Load Tags
OdBm::BuiltInCategory::OST_InternalPointLoadTags;-2005253;Internal Point Load Tags
OdBm::BuiltInCategory::OST_InternalLineLoadTags;-2005254;Internal Line Load Tags
OdBm::BuiltInCategory::OST_InternalAreaLoadTags;-2005255;Internal Area Load Tags
OdBm::BuiltInCategory::OST_BoundaryConditions;-2005301;Boundary Conditions
OdBm::BuiltInCategory::OST_VolumeOfInterest;-2006000;Scope Boxes
OdBm::BuiltInCategory::OST_DecalElement;-2006001;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_DecalType;-2006002;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_LevelHeads;-2006020;Level Heads
OdBm::BuiltInCategory::OST_GridHeads;-2006040;Grid Heads
OdBm::BuiltInCategory::OST_ElevationMarks;-2006045;Elevation Marks
OdBm::BuiltInCategory::OST_EditCutProfile;-2006050;Cut Profile
OdBm::BuiltInCategory::OST_RevisionClouds;-2006060;Revision Clouds
OdBm::BuiltInCategory::OST_Revisions;-2006070;Revision
OdBm::BuiltInCategory::OST_RevisionNumberingSequences;-2006071;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_RevisionCloudTags;-2006080;Revision Cloud Tags
OdBm::BuiltInCategory::OST_StructuralAnnotations;-2006090;Structural Annotations
OdBm::BuiltInCategory::OST_StructConnectionSymbols;-2006100;Connection Symbols
OdBm::BuiltInCategory::OST_StructuralBracePlanReps;-2006110;Brace in Plan View Symbols
OdBm::BuiltInCategory::OST_DesignOptionSets;-2006112;Design Option Sets
OdBm::BuiltInCategory::OST_DesignOptions;-2006114;Design Options
OdBm::BuiltInCategory::OST_BridgeAbutments;-2006130;Abutments
OdBm::BuiltInCategory::OST_BridgePiers;-2006131;Piers
OdBm::BuiltInCategory::OST_BridgeTowers;-2006132;Pier Towers
OdBm::BuiltInCategory::OST_BridgeCables;-2006133;Bridge Cables
OdBm::BuiltInCategory::OST_BridgeArches;-2006134;Arches
OdBm::BuiltInCategory::OST_BridgeDecks;-2006135;Bridge Decks
OdBm::BuiltInCategory::OST_BridgeFoundations;-2006136;Pier Foundations
OdBm::BuiltInCategory::OST_BridgeGirders;-2006137;Primarys
OdBm::BuiltInCategory::OST_BridgeBearings;-2006138;Bearings
OdBm::BuiltInCategory::OST_BridgeAbutmentHiddenLines;-2006150;<Hidden Lines>
OdBm::BuiltInCategory::OST_BridgePierHiddenLines;-2006151;<Hidden Lines>
OdBm::BuiltInCategory::OST_BridgeDeckHiddenLines;-2006155;<Hidden Lines>
OdBm::BuiltInCategory::OST_BridgeBearingHiddenLines;-2006158;<Hidden Lines>
OdBm::BuiltInCategory::OST_BridgeAbutmentTags;-2006170;Abutment Tags
OdBm::BuiltInCategory::OST_BridgePierTags;-2006171;Pier Tags
OdBm::BuiltInCategory::OST_BridgeTowerTags;-2006172;Pier Tower Tags
OdBm::BuiltInCategory::OST_BridgeCableTags;-2006173;Bridge Cable Tags
OdBm::BuiltInCategory::OST_BridgeDeckTags;-2006175;Bridge Deck Tags
OdBm::BuiltInCategory::OST_BridgeFoundationTags;-2006176;Pier Foundation Tags
OdBm::BuiltInCategory::OST_BridgeBearingTags;-2006178;Bearing Tags
OdBm::BuiltInCategory::OST_AbutmentFoundations;-2006202;Abutment Foundations
OdBm::BuiltInCategory::OST_AbutmentPiles;-2006203;Abutment Piles
OdBm::BuiltInCategory::OST_AbutmentWalls;-2006204;Abutment Walls
OdBm::BuiltInCategory::OST_ApproachSlabs;-2006205;Approach Slabs
OdBm::BuiltInCategory::OST_AbutmentFoundationTags;-2006208;Abutment Foundation Tags
OdBm::BuiltInCategory::OST_AbutmentPileTags;-2006209;Abutment Pile Tags
OdBm::BuiltInCategory::OST_AbutmentWallTags;-2006210;Abutment Wall Tags
OdBm::BuiltInCategory::OST_ApproachSlabTags;-2006211;Approach Slab Tags
OdBm::BuiltInCategory::OST_PierCaps;-2006219;Pier Caps
OdBm::BuiltInCategory::OST_PierCapTags;-2006220;Pier Cap Tags
OdBm::BuiltInCategory::OST_PierColumns;-2006221;Pier Columns
OdBm::BuiltInCategory::OST_PierColumnTags;-2006222;Pier Column Tags
OdBm::BuiltInCategory::OST_PierPiles;-2006225;Pier Piles
OdBm::BuiltInCategory::OST_PierPileTags;-2006226;Pier Pile Tags
OdBm::BuiltInCategory::OST_PierWalls;-2006229;Pier Walls
OdBm::BuiltInCategory::OST_PierWallTags;-2006230;Pier Wall Tags
OdBm::BuiltInCategory::OST_BridgeFraming;-2006241;Bridge Framing
OdBm::BuiltInCategory::OST_BridgeFramingHiddenLines;-2006242;<Hidden Lines>
OdBm::BuiltInCategory::OST_BridgeFramingTags;-2006243;Bridge Framing Tags
OdBm::BuiltInCategory::OST_BridgeFramingCrossBracing;-2006245;Cross Bracing
OdBm::BuiltInCategory::OST_BridgeFramingDiaphragms;-2006246;Diaphragms
OdBm::BuiltInCategory::OST_BridgeFramingTrusses;-2006248;Trusses
OdBm::BuiltInCategory::OST_VibrationManagement;-2006261;Vibration Management
OdBm::BuiltInCategory::OST_VibrationManagementHiddenLines;-2006262;<Hidden Lines>
OdBm::BuiltInCategory::OST_VibrationDampers;-2006263;Vibration Dampers
OdBm::BuiltInCategory::OST_VibrationDamperTags;-2006264;Vibration Damper Tags
OdBm::BuiltInCategory::OST_VibrationIsolators;-2006265;Vibration Isolators
OdBm::BuiltInCategory::OST_VibrationIsolatorTags;-2006266;Vibration Isolator Tags
